reg_type,gd_type,init_type,momentum,lr,cv_mse,cv_r2
ridge,stochastic,xavier,False,0.001,0.5044159247831833,0.2662424595706657
ridge,stochastic,xavier,False,0.0001,43.84460021862457,-62.91734942843684
ridge,batch,zeros,True,0.01,0.14302968062862886,0.7915926684441403
ridge,batch,zeros,True,0.001,0.2155517084891529,0.6863608600937589
ridge,batch,zeros,True,0.0001,0.7221073662027051,-0.05079015467826853
ridge,batch,xavier,True,0.01,0.1432478355514147,0.791277222346316
ridge,batch,xavier,True,0.001,0.21758032020912393,0.6833082396016049
ridge,batch,xavier,True,0.0001,0.7174685592923007,-0.04423422104010903
ridge,mini,zeros,True,0.01,0.1513826662415254,0.779459444315205
ridge,mini,zeros,True,0.001,0.21422259937805666,0.6882862059166731
ridge,mini,zeros,True,0.0001,0.7116482741031845,-0.03551754365182656
ridge,mini,xavier,True,0.01,0.15321267332487737,0.7768252898840023
ridge,mini,xavier,True,0.001,0.21259434344410563,0.6904806200983019
ridge,mini,xavier,True,0.0001,0.7109125113490731,-0.03478347393506569
ridge,stochastic,zeros,True,0.01,0.36126016227959273,0.4719491935462285
ridge,stochastic,zeros,True,0.001,0.2608200518552629,0.6203245687791502
ridge,stochastic,zeros,True,0.0001,0.5115845557706189,0.25575473154670175
ridge,stochastic,xavier,True,0.01,0.4001426081588687,0.4202874837273021
ridge,stochastic,xavier,True,0.001,0.2581053001322593,0.6242142371015367
ridge,stochastic,xavier,True,0.0001,0.5079475480248468,0.26030460925675253
polynomial,batch,zeros,False,0.01,0.21155640102529719,0.6921618072966876
polynomial,batch,zeros,False,0.001,0.7431955938392427,-0.08142310781883792
polynomial,batch,zeros,False,0.0001,43.839302392908934,-62.895971290229014
polynomial,batch,xavier,False,0.01,0.21217471947641794,0.6912807347332819
polynomial,batch,xavier,False,0.001,0.7667099029574638,-0.11536917605482219
polynomial,batch,xavier,False,0.0001,43.44709586976359,-62.33334314601639
polynomial,mini,zeros,False,0.01,44.81094991956386,-60.201311433610826
polynomial,mini,zeros,False,0.001,0.745090899752111,-0.08428572442111038
polynomial,mini,zeros,False,0.0001,43.83388923818964,-62.88779181486727
polynomial,mini,xavier,False,0.01,0.21195388553866326,0.691496784837529
polynomial,mini,xavier,False,0.001,0.7532749157725114,-0.09576837654292844
polynomial,mini,xavier,False,0.0001,44.38424843589744,-63.67271068088917
polynomial,stochastic,zeros,False,0.01,1249.9787661377875,-1851.5157606179432
polynomial,stochastic,zeros,False,0.001,1901.2551284295653,-2594.9460617088707
polynomial,stochastic,zeros,False,0.0001,43.931080748993395,-63.03184577579636
polynomial,stochastic,xavier,False,0.01,1660.0151502144133,-2522.2445367713062
polynomial,stochastic,xavier,False,0.001,1.2964380165351206,-0.8680086216148724
polynomial,stochastic,xavier,False,0.0001,44.07182359862417,-63.21029349787692
polynomial,batch,zeros,True,0.01,0.14143075275461375,0.7938371867781093
polynomial,batch,zeros,True,0.001,0.21158139552452507,0.6921255014878083
polynomial,batch,zeros,True,0.0001,0.7433792154173421,-0.08169057524621523
polynomial,batch,xavier,True,0.01,0.14155235268083646,0.7936597704243012
polynomial,batch,xavier,True,0.001,0.21157447126173773,0.692033983957088
polynomial,batch,xavier,True,0.0001,0.754280410643628,-0.09683707707608584
polynomial,mini,zeros,True,0.01,5.112377990877942e+86,-7.670052572564228e+86
polynomial,mini,zeros,True,0.001,0.21233825213861662,0.6909755172834935
polynomial,mini,zeros,True,0.0001,0.7436086225065812,-0.08192881840651096
polynomial,mini,xavier,True,0.01,2.070623914450094e+91,-3.1486756242646047e+91
polynomial,mini,xavier,True,0.001,0.21474481639025017,0.6877841881702439
polynomial,mini,xavier,True,0.0001,0.7646730833170466,-0.11322125326940383
polynomial,stochastic,zeros,True,0.01,1.2860300580612064e+27,-1.908003939479894e+27
polynomial,stochastic,zeros,True,0.001,378231429.66019666,-543395908.6223809
polynomial,stochastic,zeros,True,0.0001,4.754744738098573,-5.955316123875568
polynomial,stochastic,xavier,True,0.01,1.3750550184811295e+19,-1.8774227344192164e+19
polynomial,stochastic,xavier,True,0.001,3010855198.633319,-4578429857.195349
polynomial,stochastic,xavier,True,0.0001,0.7524160275658965,-0.09585545779489654
